totalProteinIdealValue,totalLipidIdealValue,totalCaloriesIdealValue,firstMealProteinFoodTotalGrams,firstMealProteinFoodTotalKcal,firstMealLipidFoodTotalGrams,firstMealLipidFoodTotalKcal,firstMealCarboFoodTotalGrams,firstMealCarboFoodTotalKcal,secondMealProteinFoodTotalGrams,secondMealProteinFoodTotalKcal,secondMealLipidFoodTotalGrams,secondMealLipidFoodTotalKcal,secondMealCarboFoodTotalGrams,secondMealCarboFoodTotalKcal,thirdMealProteinFoodTotalGrams,thirdMealProteinFoodTotalKcal,thirdMealLipidFoodTotalGrams,thirdMealLipidFoodTotalKcal,thirdMealCarboFoodTotalGrams,thirdMealCarboFoodTotalKcal,fourthMealProteinFoodTotalGrams,fourthMealProteinFoodTotalKcal,fourthMealLipidFoodTotalGrams,fourthMealLipidFoodTotalKcal,fourthMealCarboFoodTotalGrams,fourthMealCarboFoodTotalKcal,totalProteinCalculated,totalLipidCalculated,totalCaloriesCalculated
138.0,60,2778.1762,71,155.6740793333336,7,61.879999999999995,441,338.5098823201492,101,164.50351097977716,14,123.75999999999999,426,546.3811489400015,63,138.1333380000002,16,91.22682024025904,426,326.9959407446339,93,216.58155890000032,11,62.71843891517809,431,552.7940732233349,139.18636551318198,60.35925666666594,2779.15879159664
209.1,123,4122.6521,93,216.58155890000032,25,151.44527322925475,885,456.5580182309957,190,415.48268999999993,20,176.8,515,645.5949875,127,269.773908,10,88.4,364,466.860887826668,124,271.8814906666671,55,313.59219457589046,847,650.1539009640961,210.74659890561736,123.08473666666892,4123.124909893527
272.8,124,3715.7996000000003,180,382.35672000000005,9,54.52029836253171,239,306.53778074333417,234,511.6997339999999,35,199.55866927556667,322,403.653565,136,298.19260266666714,32,182.4536404805181,210,263.252325,180,393.61517999999995,39,222.36537433563143,135,501.01552760869527,275.1475778549932,124.2996433333326,3719.22141747294
95.0,50,3067.0066,27,57.353508000000005,12,72.69373115004228,377,483.5344909633347,26,57.00740933333343,19,115.09840765423363,606,748.6214485500001,65,138.07326,3,26.52,359,450.0361175,29,47.233681370431064,18,102.63017277029142,599,768.2683291433354,95.66287846857715,50.26872999999938,3067.0705564350005
185.29999999999998,109,3632.8706999999995,96,156.35977281246144,19,167.96,314,402.73164499333444,152,333.27408533333386,22,194.48,449,562.8585425,108,251.51406840000038,19,108.33184903530761,478,366.9109382064202,128,208.47969708328193,25,221.0,514,659.2486163266685,186.605058459893,109.59384666666574,3633.149214690793
246.0,123,3921.0129,149,316.50639600000005,15,90.86716393755286,294,377.079947860001,169,275.2583500552707,67,382.01230975608473,405,519.4468669500014,100,219.25926666666703,29,175.67651694593553,316,390.37026030000004,224,521.6588085333341,13,78.75154207921247,458,574.140785,247.84232813580377,123.69662000000082,3921.0282140840627
269.09999999999997,117,2637.784375,200,424.84080000000006,2,17.68,165,85.12098644984665,272,633.4428389333343,4,24.231243716680762,109,134.653032825,146,237.79715448561845,35,212.02338252095666,61,78.23767625666689,184,403.4370506666673,37,224.13900437929703,127,162.88827679666713,271.2927355860062,117.09266999999986,2638.4914470307363
95.0,50,2029.311625,46,74.92239113930445,9,79.56,196,251.38663190666736,50,109.33754999999998,20,121.15621858340381,734,378.65941851022694,35,57.0061671712099,18,102.63017277029142,200,247.069785,60,131.20505999999997,7,61.879999999999995,324,415.55749356000115,95.77086465130401,50.66833999999979,2030.3708886411002
92.0,46,2168.6904,28,61.39259466666677,11,66.6359202208721,248,306.36653340000004,59,137.40120403333353,7,39.91173385511333,384,474.3739872,28,61.39259466666677,11,66.6359202208721,248,306.36653340000004,83,193.29321923333362,1,8.84,356,446.27537,92.59629534784102,47.12239000000002,2168.885610896853
151.29999999999998,89,2256.326875,74,120.52732487627237,29,175.67651694593553,203,155.82200932197344,126,293.4330798000004,18,109.04059672506342,223,275.482810275,92,201.18109199999998,10,88.4,211,161.96277816224827,111,242.72936099999995,28,169.61870601676534,210,263.252325,152.277724284436,89.25438999999992,2257.1266001232525
