totalProteinIdealValue,totalLipidIdealValue,totalCaloriesIdealValue,firstMealProteinFoodTotalGrams,firstMealProteinFoodTotalKcal,firstMealLipidFoodTotalGrams,firstMealLipidFoodTotalKcal,firstMealCarboFoodTotalGrams,firstMealCarboFoodTotalKcal,secondMealProteinFoodTotalGrams,secondMealProteinFoodTotalKcal,secondMealLipidFoodTotalGrams,secondMealLipidFoodTotalKcal,secondMealCarboFoodTotalGrams,secondMealCarboFoodTotalKcal,thirdMealProteinFoodTotalGrams,thirdMealProteinFoodTotalKcal,thirdMealLipidFoodTotalGrams,thirdMealLipidFoodTotalKcal,thirdMealCarboFoodTotalGrams,thirdMealCarboFoodTotalKcal,fourthMealProteinFoodTotalGrams,fourthMealProteinFoodTotalKcal,fourthMealLipidFoodTotalGrams,fourthMealLipidFoodTotalKcal,fourthMealCarboFoodTotalGrams,fourthMealCarboFoodTotalKcal,totalProteinCalculated,totalLipidCalculated,totalCaloriesCalculated
88.0,55,2675.7721,9,14.658728701168261,18,109.04059672506342,111,411.9461004782606,29,63.58518733333344,29,165.3486116854695,448,574.5980157866683,36,78.93333600000012,18,102.63017277029142,283,354.7638475,50,81.437381673157,29,165.3486116854695,722,554.2043878348021,88.66273001421712,55.44490999999954,2676.4949781736823
182.0,91,2320.572,122,259.152888,8,45.61341012012952,129,159.36001132500002,137,223.1384257844502,48,273.68046072077715,162,200.12652585,90,146.5872870116826,34,193.85699301055047,240,123.81234392704967,150,244.31214501947102,21,185.64,207,265.4950653300007,183.39824943283213,91.26409333333329,2320.7755560991113
221.4,123,3990.7469,144,335.35209120000053,7,61.879999999999995,523,401.45276293296604,168,367.37416799999994,19,167.96,536,662.1470238,150,349.32509500000054,7,61.879999999999995,309,387.3569925,204,433.337616,22,125.43687783035618,831,637.8723632835464,223.02929747987378,123.1981300000007,3991.3749905468853
215.9,127,1821.6220000000003,113,247.76297133333372,16,96.92497486672305,16,20.05732,201,439.53695099999993,11,97.24,11,13.789407500000001,134,293.02463399999993,8,70.72,8,10.02866,217,505.3569707666674,3,26.52,3,1.547654299088121,216.1931329917909,94.91819666666656,1822.5095437658113
102.0,51,1211.5912,67,156.0318757666669,3,26.52,49,62.84665797666684,82,179.79259866666695,10,88.4,75,96.19386425000026,52,113.71105199999998,10,60.57810929170191,19,70.51329647826081,84,136.81480121090377,11,97.24,34,126.18168843478252,102.92935966787645,51.699759999999884,1214.823944075651
196.20000000000002,109,2450.8109500000005,119,193.82096838211368,18,159.12,112,138.3590796,147,239.4259021190816,59,336.3988996359552,130,160.59536025,96,156.35977281246144,36,205.26034554058285,36,133.60414069565206,163,379.5999365666672,28,159.64693542045333,148,189.8225587866672,197.83145526859062,109.16111000000012,2452.013899809631
142.4,89,3455.8980500000007,55,128.08586816666687,20,121.15621858340381,345,442.49177555000125,91,148.21603464514575,44,266.5436808834884,811,622.5204411828594,62,131.700648,10,88.4,127,471.325718565217,40,87.7037066666668,43,245.1720793956962,190,705.1329647826082,143.51864064489428,89.23578333333273,3458.4491364217674
139.4,82,3089.4532,71,155.25932099999997,21,119.73520156533999,274,343.481605,99,216.48834899999997,29,175.67651694593553,697,535.0144852089433,69,160.68954370000026,9,79.56,733,378.1435337438642,63,146.7165399000002,28,159.64693542045333,167,619.7747637826083,140.4271105356985,81.93378666666624,3090.186795267148
226.0,113,3401.617325,106,232.41482266666705,27,163.56089508759516,371,284.77815496774457,169,370.5481606666673,21,185.64,363,465.5783029700013,122,266.783622,25,142.54190662540475,354,271.7290211821606,134,293.02463399999993,37,224.13900437929703,135,501.01552760869527,227.93456873514245,113.25534333333411,3401.7540521542282
142.5,75,2792.6846250000003,63,138.1333380000002,10,88.4,259,332.1894778766676,114,242.15925600000003,11,66.6359202208721,429,529.964688825,62,135.57856199999998,9,79.56,93,345.14403013043454,95,154.73102517899832,39,222.36537433563143,597,458.2548747055081,143.4629164321284,75.18053333333326,2793.1165472731386
201.39999999999998,106,2583.1025,127,206.85094944981878,18,159.12,197,151.21643269176732,186,406.73568599999993,16,141.44,296,227.20844709016816,133,282.519132,12,72.69373115004228,126,161.60569194000044,123,269.68889800000045,36,218.08119345012685,232,286.60095060000003,202.9810513087058,107.04795666666762,2583.7611123719407
110.5,65,3290.7619250000002,36,78.723036,10,88.4,952,491.12229757729705,65,138.07326,7,61.879999999999995,641,791.858660925,24,52.62222400000009,20,114.0335253003238,398,491.66887215,80,174.94007999999997,9,79.56,949,728.4487036776,111.2970409665561,65.67185333333366,3291.3306596302455
80.0,50,1149.4684000000002,40,87.47003999999998,12,72.69373115004228,91,69.85124555812602,82,174.184728,7,61.879999999999995,223,115.04230289888365,45,104.79752850000015,10,57.0167626501619,54,69.25958226000019,47,103.05185533333349,23,131.13855409537237,200,103.1769532725414,80.51460800532558,50.30781333333333,1149.5632837184658
214.0,107,2128.2280500000006,105,230.22223000000037,26,157.50308415842494,50,38.3798052517176,216,503.02813680000077,14,79.82346771022667,73,56.03451566750769,155,329.25162000000006,9,51.31508638514571,37,45.707910225,161,262.22836898756555,57,324.99554710592287,65,49.893746827232874,215.55704737371457,107.2124100000002,2128.3835191187472
147.9,87,2799.6689,64,149.0453738666669,19,108.33184903530761,82,304.32054269565197,94,205.55459399999998,37,210.96202180559905,331,424.53558755666785,100,212.42040000000003,13,74.12179144521048,219,274.53456750000004,94,153.10227754553517,22,194.48,132,489.88184921739094,149.14493727845576,88.07711666666611,2801.2908546680155
242.0,121,2833.7580500000004,160,372.6134346666672,11,62.71843891517809,172,132.02653006590853,239,556.5913180333342,14,84.80935300838267,272,208.78614056934373,174,369.61149600000005,6,53.04,280,144.44773458155794,203,330.6357695930174,29,256.36,509,262.5853460786179,243.94473062858822,121.35393000000094,2834.2255615119902
169.4,77,2118.085975,113,263.15823823333375,4,22.80670506006476,180,138.16729890618336,145,317.07889499999993,19,115.09840765423363,163,204.3339475,89,194.62083899999996,13,78.75154207921247,122,150.71256885,137,319.0502534333338,9,51.31508638514571,71,263.4970552608694,170.65960344698743,76.95001333333306,2118.5908373623674
88.2,49,2929.4065000000005,48,101.961792,9,51.31508638514571,564,432.9242032393745,49,107.43704066666685,23,131.13855409537237,835,640.9427477036838,28,59.477712000000004,7,61.879999999999995,901,464.812174492799,69,160.68954370000026,6,53.04,865,663.9706308547144,88.94684337982096,49.95952666666663,2929.589485137773
208.0,104,3357.3346,115,267.81590616666705,12,72.69373115004228,259,332.1894778766676,204,433.337616,9,79.56,386,495.0777546733347,125,265.5255,13,78.75154207921247,256,328.3417233066676,123,200.33595891596624,56,319.29387084090666,939,484.41579561458184,209.6889822456114,104.06378333333288,3357.3388766239877
152.0,76,1509.01525,105,244.52756650000038,3,26.52,25,30.883723125,128,279.90412799999996,25,142.54190662540475,59,30.43720121539971,85,185.87383499999999,13,74.12179144521048,13,48.24593969565214,152,322.87900800000006,13,78.75154207921247,58,44.520574091992415,153.13508445614355,76.25830333333333,1509.2072157778716
254.0,127,2070.6124,153,334.57290299999994,12,68.42011518019429,12,15.391018280000043,243,395.78567493154304,18,159.12,18,66.80207034782603,135,296.0000100000005,13,74.12179144521048,13,48.24593969565214,246,572.8931558000008,6,36.34686557502114,6,7.41209355,255.78336031652873,94.02624999999995,2075.11163780545
256.5,135,3852.5405000000005,135,219.88093051752392,49,279.38213698579335,217,272.0274025,238,554.2624840666675,12,106.08,387,496.3603395300014,122,266.783622,27,163.56089508759516,276,340.9563033,216,458.82806400000004,18,109.04059672506342,474,585.55539045,258.6687857303882,135.28662999999966,3852.718165162658
207.9,99,2420.7324,111,242.72936099999995,18,109.04059672506342,104,133.3888250933337,199,324.1207790591649,24,212.16,248,190.3638340485193,156,331.375824,3,26.52,101,126.6118325,150,328.88890000000055,17,150.28,67,248.65215073913024,209.58586455145272,99.52364333333318,2424.1321031652187
216.6,114,3330.3385,118,258.036618,23,139.32965137091438,215,269.5202375,124,271.8814906666671,44,266.5436808834884,125,463.9032663043475,85,186.37037666666697,34,193.85699301055047,78,289.47563817391284,163,379.5999365666672,24,145.38746230008456,364,466.860887826668,218.24737874908115,114.32973666666754,3330.766239269944
231.00000000000003,105,1528.8844,174,369.61149600000005,1,5.70167626501619,1,3.71122613043478,215,350.18074119457515,16,96.92497486672305,16,12.281537680549631,159,370.28460070000057,1,8.84,1,0.7675961050343519,186,407.82223600000066,1,8.84,1,3.71122613043478,231.34498137526361,69.62135999999994,1638.67731107277
178.0,89,2279.744,107,249.1852344333337,11,62.71843891517809,280,144.44773458155794,172,365.36308800000006,16,91.22682024025904,62,230.09602008695634,126,267.64970400000004,4,35.36,120,153.91018280000043,112,182.4197349478717,41,248.37024809597781,68,252.36337686956503,179.4810308703167,89.5059233333331,2283.110582970705
126.49999999999999,55,2009.976375,55,89.58111984047271,18,109.04059672506342,395,203.77448271326926,107,233.98235699999995,13,78.75154207921247,232,290.83114,69,160.68954370000026,6,34.21005759009714,402,207.3856760778082,88,192.94815466666697,19,108.33184903530761,240,300.8598,127.27110601520447,55.70274333333316,2010.3863194279036
103.49999999999999,45,784.9180000000001,58,127.17037466666687,3,26.52,3,11.13367839130434,99,161.24601571285086,8,70.72,8,6.1407688402748155,78,165.687912,1,5.70167626501619,1,0.7675961050343519,104,242.1987325333337,1,5.70167626501619,1,0.515884766362707,103.87311524520636,40.34534333333329,823.5043155458603
147.0,70,2516.168,58,94.46736274086213,25,142.54190662540475,72,267.2082813913041,119,277.13124203333376,12,72.69373115004228,318,407.86198442000114,52,114.01481866666686,18,109.04059672506342,76,282.05318591304325,113,247.10286299999996,17,102.98278579589324,319,399.89281750000004,148.0659803910535,70.53168666666619,2516.991575961608
245.1,129,2950.5077,120,263.1111200000004,37,210.96202180559905,93,116.5831725,191,311.09079799145974,61,369.5264666793816,267,204.94816004417197,159,370.28460070000057,13,78.75154207921247,184,141.23768332632076,245,520.42998,11,97.24,208,266.7776501866674,247.1079603959942,129.85042333333467,2950.943195312818
195.49999999999997,85,2463.9788,98,159.61726807938774,25,151.44527322925475,148,182.8316409,203,431.21341200000006,4,35.36,529,272.903041405872,130,302.74841566666714,3,18.17343278751057,224,171.94152752769483,135,219.88093051752392,35,212.02338252095666,239,306.53778074333417,197.03632533225903,85.34946333333315,2464.6761053781693
98.8,52,1664.8146250000004,48,111.78403040000018,9,51.31508638514571,46,170.71640199999987,103,218.79301200000003,8,48.462487433361524,186,233.166345,66,140.19746400000002,7,39.91173385511333,200,153.5192210068704,54,118.08455399999998,17,102.98278579589324,75,278.34195978260846,99.61933294293522,52.228733333333224,1667.27508165899
121.6,64,3076.2767000000003,57,121.07962800000001,3,26.52,379,468.197242575,110,179.16223968094542,16,141.44,481,602.9731825,40,87.47003999999998,16,96.92497486672305,336,430.9485118400012,70,153.4814866666669,25,142.54190662540475,815,625.5908256029968,122.40847382498458,64.29066666666634,3076.330038357749
146.2,86,2662.8616750000006,56,122.45805599999998,25,142.54190662540475,73,270.9195075217389,83,181.98519133333363,42,239.47040313067998,295,378.3625327166677,62,135.57856199999998,21,127.214029512574,211,270.6254047566674,104,227.42210399999996,15,132.6,339,434.7962664100012,147.4067908662244,86.06692666666609,2663.9739640070543
276.0,120,2829.2810500000005,139,304.77038066666717,26,157.50308415842494,135,103.62547417963751,229,500.7659789999999,28,169.61870601676534,49,181.8500803913042,199,422.71659600000004,5,30.289054645850953,219,112.97876383343282,265,617.1410011666676,4,35.36,251,192.66662236362234,277.66454669119605,120.93606000000078,2829.2857424223794
163.8,91,2931.61675,99,161.24601571285086,15,132.6,382,293.2217121231224,93,203.91111800000033,37,224.13900437929703,352,451.4698695466679,117,248.53186800000003,6,53.04,371,284.77815496774457,121,265.3037126666671,17,150.28,604,463.62804744074856,165.09997049143243,91.50654333333306,2932.1495028370973
207.0,115,2955.5725500000003,116,254.34074933333375,15,132.6,163,204.3339475,213,496.04163490000076,9,79.56,249,312.1420425,98,214.8740813333337,29,175.67651694593553,160,200.5732,177,375.98410800000005,19,115.09840765423363,320,395.311656,208.56363647537245,115.35858666666545,2956.5363441668496
169.20000000000002,94,2118.0456,118,250.65607200000002,11,66.6359202208721,139,106.69585859977492,166,386.58643846666723,9,79.56,329,169.7260881333306,108,251.51406840000038,6,53.04,33,122.47046230434773,119,193.82096838211368,43,260.4858699543182,231,177.3147002629353,170.518387502185,94.43682666666652,2118.50644672435
256.2,122,3237.2868,135,295.21138499999995,24,136.84023036038857,175,216.186061875,167,366.1629753333339,43,260.4858699543182,93,345.14403013043454,158,367.9557667333339,10,60.57810929170191,171,219.3220104900006,177,388.08890200000064,49,279.38213698579335,241,302.1133825,258.25542415789226,122.617013333333,3237.4708606543
126.49999999999999,55,2354.643975,73,155.06689200000002,4,35.36,544,280.6413129013126,110,240.54260999999997,7,61.879999999999995,527,404.52314735310347,47,103.05185533333349,12,72.69373115004228,239,295.248393075,78,170.56657799999996,11,66.6359202208721,366,469.4260575400013,127.53324793611537,55.25868666666651,2355.6364975736665
149.60000000000002,68,1856.37975,84,183.68708399999997,6,53.04,37,137.31536682608686,118,258.036618,22,125.43687783035618,337,173.85316626423224,93,216.58155890000032,5,30.289054645850953,101,129.5410705233337,118,258.036618,8,70.72,178,219.89210865,150.7313834587431,69.06127666666659,1856.4295236398584
285.2,124,2091.421250000001,177,387.05492699999996,5,30.289054645850953,5,3.83798052517176,236,517.4518693333341,16,91.22682024025904,16,19.7655828,156,342.04445600000054,11,66.6359202208721,11,13.789407500000001,224,491.14075733333414,11,97.24,11,40.82348743478258,286.62900267083216,88.20623333333323,2101.300263033605
