totalProteinIdealValue,totalLipidIdealValue,totalCaloriesIdealValue,firstMealProteinFoodTotalGrams,firstMealProteinFoodTotalKcal,firstMealLipidFoodTotalGrams,firstMealLipidFoodTotalKcal,firstMealCarboFoodTotalGrams,firstMealCarboFoodTotalKcal,secondMealProteinFoodTotalGrams,secondMealProteinFoodTotalKcal,secondMealLipidFoodTotalGrams,secondMealLipidFoodTotalKcal,secondMealCarboFoodTotalGrams,secondMealCarboFoodTotalKcal,thirdMealProteinFoodTotalGrams,thirdMealProteinFoodTotalKcal,thirdMealLipidFoodTotalGrams,thirdMealLipidFoodTotalKcal,thirdMealCarboFoodTotalGrams,thirdMealCarboFoodTotalKcal,fourthMealProteinFoodTotalGrams,fourthMealProteinFoodTotalKcal,fourthMealLipidFoodTotalGrams,fourthMealLipidFoodTotalKcal,fourthMealCarboFoodTotalGrams,fourthMealCarboFoodTotalKcal,totalProteinCalculated,totalLipidCalculated,totalCaloriesCalculated
169.4,77,2261.5292,84,184.1777840000003,17,102.98278579589324,132,165.47289,123,268.97037299999994,21,127.214029512574,77,285.76441204347805,83,135.18605357744062,28,159.64693542045333,306,157.86073850698833,163,379.5999365666672,3,26.52,214,268.266655,170.63478098675984,77.80152666666643,2261.6625934234953
176.4,98,2457.796875,121,257.028684,7,61.879999999999995,335,172.82139673150684,123,268.97037299999994,33,199.90776066261628,73,270.9195075217389,82,179.79259866666695,30,171.0502879504857,185,142.00527943135512,135,219.88093051752392,23,203.32,84,311.7429949565215,177.79441023136127,98.33571666666661,2459.319813438412
201.39999999999998,106,4215.8378,93,203.91111800000033,26,157.50308415842494,385,482.62926250000004,153,325.003212,16,96.92497486672305,683,843.743315775,84,178.43313600000002,19,115.09840765423363,149,552.9726934347822,151,331.0814926666672,19,167.96,607,760.9245775,202.82852913491644,107.36837666666499,4216.185274555829
90.0,50,2072.9143999999997,55,128.08586816666687,6,36.34686557502114,200,250.7165,76,176.99138146666692,12,68.42011518019429,491,376.88968757186683,29,47.233681370431064,16,96.92497486672305,219,270.54141457500003,43,91.34077200000002,14,79.82346771022667,122,452.76958791304315,90.74097579324157,50.05272666666653,2076.0843163958343
107.1,63,3032.48455,26,42.347438470041645,20,121.15621858340381,359,443.490264075,24,39.08994320311536,30,181.73432787510572,186,690.2880602608691,51,111.82222600000019,9,79.56,541,415.2694928235844,37,81.1259286666668,25,142.54190662540475,534,684.9003134600019,108.00761512185193,63.26916999999961,3033.3261200431753
72.0,45,1793.8744500000003,42,91.84354199999999,5,44.2,178,223.137685,42,92.08889200000014,10,88.4,279,357.841175010001,31,50.49117663735734,17,96.92849650527523,276,211.85652498948113,30,65.7777800000001,10,88.4,104,385.9675175652171,72.5739617074413,45.61813333333302,1796.9327897073322
93.60000000000001,52,1727.1533999999997,55,128.08586816666687,7,42.404676504191336,228,175.01191194783223,60,131.20505999999997,19,108.33184903530761,226,279.18885705,58,135.07237006666688,6,36.34686557502114,139,174.24796750000002,71,150.818484,12,72.69373115004228,230,294.99451703333415,94.39043149915052,52.34850666666652,1728.4021580290585
155.79999999999998,82,2453.0192500000003,88,143.32979174475633,14,123.75999999999999,175,224.4523499166673,99,161.24601571285086,45,256.57543192572854,86,319.16544721739103,84,184.1777840000003,11,97.24,273,209.5537366743781,144,335.35209120000053,5,44.2,462,354.6294005258706,157.06771783598123,82.33127666666637,2453.6820489176453
148.0,74,2417.7608,75,122.15607250973551,27,153.94525915543713,271,208.01854446430937,97,157.9885204459246,42,239.47040313067998,636,328.10271140668164,78,127.04231541012493,27,153.94525915543713,162,203.080365,109,253.84290236666706,14,84.80935300838267,301,386.0580418566677,149.05296769478144,74.37548666666635,2418.4597479100166
204.8,128,3641.955625,82,179.31358199999997,34,205.96557159178647,666,343.57925439756286,154,358.6404308666672,29,175.67651694593553,452,558.3777141,130,276.14652,21,127.214029512574,424,325.4607485345652,88,192.94815466666697,55,333.1796011043605,153,567.8175979565214,206.4780299110196,128.32397333333208,3644.319721676631
126.49999999999999,55,1239.4672,87,202.6085551000003,2,11.40335253003238,28,35.10031,105,230.22223000000037,9,79.56,51,63.002795175,68,110.75483907549352,17,102.98278579589324,67,34.56427934630137,90,197.3333400000003,16,96.92497486672305,98,75.22441829336648,127.46310846514089,55.269289999999984,1239.68188018281
