totalProteinIdealValue,totalLipidIdealValue,totalCaloriesIdealValue,firstMealProteinFoodTotalGrams,firstMealProteinFoodTotalKcal,firstMealLipidFoodTotalGrams,firstMealLipidFoodTotalKcal,firstMealCarboFoodTotalGrams,firstMealCarboFoodTotalKcal,secondMealProteinFoodTotalGrams,secondMealProteinFoodTotalKcal,secondMealLipidFoodTotalGrams,secondMealLipidFoodTotalKcal,secondMealCarboFoodTotalGrams,secondMealCarboFoodTotalKcal,thirdMealProteinFoodTotalGrams,thirdMealProteinFoodTotalKcal,thirdMealLipidFoodTotalGrams,thirdMealLipidFoodTotalKcal,thirdMealCarboFoodTotalGrams,thirdMealCarboFoodTotalKcal,fourthMealProteinFoodTotalGrams,fourthMealProteinFoodTotalKcal,fourthMealLipidFoodTotalGrams,fourthMealLipidFoodTotalKcal,fourthMealCarboFoodTotalGrams,fourthMealCarboFoodTotalKcal,totalProteinCalculated,totalLipidCalculated,totalCaloriesCalculated
187.20000000000002,117,4276.0013,115,187.3059778482611,20,176.8,392,491.40434,121,265.3037126666671,48,290.77492460016913,580,727.07785,51,111.82222600000019,37,224.13900437929703,1007,519.4959597272459,109,238.35585899999995,23,203.32,1629,840.3762844048497,188.62621563346931,117.6970999999994,4276.176138626381
156.4,92,3664.8799,72,117.26982960934609,16,141.44,370,474.556396966668,105,229.60885499999998,17,150.28,562,720.8126894466686,54,114.70701600000001,20,121.15621858340381,134,497.30430147826047,83,193.29321923333362,29,175.67651694593553,569,729.7907834433354,157.5305203566511,92.09105666666548,3665.895826706921
147.9,87,3122.2413750000005,53,86.32362457354643,28,169.61870601676534,288,369.384438720001,111,235.78664400000002,21,119.73520156533999,471,581.849343675,45,98.66667000000015,27,163.56089508759516,703,362.666990752983,116,270.14474013333376,23,131.13855409537237,695,533.4792929988746,148.9013218794522,87.02930666666643,3122.3551016188394
100.3,59,1062.0064,70,148.69428000000002,7,39.91173385511333,7,25.978582913043457,84,184.1777840000003,12,106.08,23,29.499451703333413,51,83.06612930662014,14,84.80935300838267,14,51.957165826086914,67,146.90370866666692,24,136.84023036038857,24,30.782036560000087,101.10702905166606,54.57835333333336,1068.7004561996366
86.4,54,1670.326,43,100.13986056666681,5,44.2,52,192.98375878260856,77,163.56370800000002,6,53.04,231,285.365601675,50,109.33754999999998,7,61.879999999999995,213,163.49797037231696,76,161.43950400000003,12,72.69373115004228,342,262.51786792174835,87.0023849159448,54.27297333333337,1670.659552468369
188.1,99,1709.134125,139,295.264356,7,42.404676504191336,7,5.3731727352404635,175,382.68142499999993,13,114.92,13,16.2965725,128,298.0907477333338,6,36.34686557502114,6,7.521495,134,293.80741733333383,32,193.8499497334461,32,24.563075361099262,189.6886310706616,93.31612666666658,1711.1197534756664
153.9,81,2988.3157499999998,71,155.6740793333336,20,121.15621858340381,256,320.91712,122,284.11774393333377,10,88.4,1016,524.1389226245103,72,167.67604560000026,17,96.92849650527523,646,333.2615590703087,136,316.72141946666716,11,66.6359202208721,409,512.7152425,155.0595232952484,81.39675999999943,2988.3427678376597
180.4,82,1329.8212,124,288.7754118666671,1,5.70167626501619,1,0.7675961050343519,203,431.21341200000006,1,5.70167626501619,1,0.515884766362707,112,244.91611199999997,3,17.10502879504857,3,11.13367839130434,197,418.46818800000005,1,6.0578109291701905,1,0.515884766362707,180.67279806675944,71.43228666666667,1430.8723601499844
156.8,98,2773.139,116,246.407664,7,61.879999999999995,197,246.95575250000002,102,223.04860199999996,39,222.36537433563143,313,386.66421352500004,82,174.184728,20,121.15621858340381,503,259.49003748044163,101,164.50351097977716,45,272.6014918126586,514,394.5443979876569,157.87155119518266,98.19280333333336,2773.8019912045925
167.20000000000002,76,3034.2313999999997,84,136.81480121090377,23,139.32965137091438,431,330.83392126980567,150,244.31214501947102,18,159.12,661,507.3810254277066,89,194.62083899999996,15,85.52514397524286,426,326.9959407446339,144,335.35209120000053,8,48.462487433361524,685,525.8033319485311,168.3496692819275,76.21970666666655,3034.5513786005963
