totalProteinIdealValue,totalLipidIdealValue,totalCaloriesIdealValue,firstMealProteinFoodTotalGrams,firstMealProteinFoodTotalKcal,firstMealLipidFoodTotalGrams,firstMealLipidFoodTotalKcal,firstMealCarboFoodTotalGrams,firstMealCarboFoodTotalKcal,secondMealProteinFoodTotalGrams,secondMealProteinFoodTotalKcal,secondMealLipidFoodTotalGrams,secondMealLipidFoodTotalKcal,secondMealCarboFoodTotalGrams,secondMealCarboFoodTotalKcal,thirdMealProteinFoodTotalGrams,thirdMealProteinFoodTotalKcal,thirdMealLipidFoodTotalGrams,thirdMealLipidFoodTotalKcal,thirdMealCarboFoodTotalGrams,thirdMealCarboFoodTotalKcal,fourthMealProteinFoodTotalGrams,fourthMealProteinFoodTotalKcal,fourthMealLipidFoodTotalGrams,fourthMealLipidFoodTotalKcal,fourthMealCarboFoodTotalGrams,fourthMealCarboFoodTotalKcal,totalProteinCalculated,totalLipidCalculated,totalCaloriesCalculated
222.4,139,5659.2239,159,337.748436,10,88.4,563,705.7669475,204,475.08212920000074,16,141.44,1409,1081.542911993402,135,219.88093051752392,24,212.16,559,700.7526175,80,174.94007999999997,68,387.71398602110094,2198,1133.91471646523,224.01477395295188,139.3018233333376,5659.342755197094
73.60000000000001,46,2300.4669000000004,16,37.26134346666672,16,91.22682024025904,643,331.7139047712206,65,105.8685961751041,12,106.08,382,478.868515,23,50.295272999999995,8,70.72,658,339.4521762666612,50,109.33754999999998,12,72.69373115004228,405,507.7009125,74.09752039208568,46.71013666666638,2301.218822569962
131.1,69,2919.8060000000005,66,144.71111600000023,9,79.56,469,360.0025732611111,86,188.06058599999997,10,88.4,486,600.37957755,50,109.33754999999998,19,108.33184903530761,286,366.8192690066677,77,125.4135677766618,16,141.44,1178,607.7122547752688,131.99968962656055,69.09726666666663,2920.168343404993
248.89999999999998,131,2495.2888,163,379.5999365666672,13,74.12179144521048,13,48.24593969565214,213,465.77796299999994,41,233.7687268656638,41,51.396882500000004,135,219.88093051752392,41,233.7687268656638,41,50.649305925,239,556.5913180333342,15,132.6,15,55.668391956521695,250.42242657483382,131.3839499999998,2502.069913371238
126.4,79,2900.55645,63,137.765313,22,125.43687783035618,253,317.15637250000003,57,124.9777820000002,35,212.02338252095666,416,533.5553003733348,71,150.818484,8,70.72,280,359.1237598666677,69,160.68954370000026,24,145.38746230008456,439,563.0547520766683,127.34121960585438,79.17101999999906,2900.709030168049
165.6,72,3103.35965,64,139.95206399999998,16,91.22682024025904,105,389.67874369565186,148,241.05464975254475,17,150.28,704,540.3876579441837,72,157.446072,13,74.12179144521048,315,389.134911375,80,130.2998106770512,34,193.85699301055047,164,608.6410853913039,167.00960993414236,72.75731333333326,3106.080599531766
89.60000000000001,56,1906.102,42,91.84354199999999,16,91.22682024025904,259,198.80739120389714,49,107.15079899999998,20,121.15621858340381,279,344.662350075,57,132.7435361000002,5,44.2,267,204.94816004417197,54,125.75703420000019,7,61.879999999999995,103,382.2562914347823,90.20152404378018,56.23117666666666,1906.6321428815074
178.5,85,2585.2864999999997,126,267.64970400000004,6,36.34686557502114,278,213.39171719954984,110,241.18519333333373,36,205.26034554058285,89,330.2991256086954,111,235.78664400000002,11,62.71843891517809,424,218.73514093778775,139,304.77038066666717,15,132.6,269,337.21369250000004,179.8508605572753,86.2781399999998,2585.9572482768103
147.0,70,2099.3882000000003,94,199.67517600000002,7,42.404676504191336,139,178.27929507666715,95,208.29630333333367,26,157.50308415842494,206,264.21248047333404,71,155.25932099999997,15,90.86716393755286,337,173.85316626423224,111,180.79098731440854,35,199.55866927556667,199,249.4629175,148.14502420850997,70.52251666666639,2100.163240837715
276.0,138,4077.441999999999,114,249.9555640000004,36,218.08119345012685,674,347.7063325284645,257,418.588141800027,34,300.56,657,504.31064100756925,193,409.97137200000003,14,79.82346771022667,425,326.2283446395996,211,461.4044609999999,38,230.19681530846725,424,531.51898,278.0878572427902,138.96020666666865,4078.3453134444603
212.79999999999998,112,2879.1515,99,161.24601571285086,41,233.7687268656638,49,181.8500803913042,182,397.9886819999999,16,141.44,263,324.896767275,117,255.84986699999996,22,133.2718404417442,149,186.7837925,152,333.27408533333386,20,176.8,275,352.7108355833343,214.5755723061995,112.08040666666605,2879.880693103232
91.2,57,2065.854825,31,72.19385296666678,15,85.52514397524286,69,256.0746029999998,46,74.92239113930445,32,182.4536404805181,294,363.19258395,27,59.04227699999999,18,102.63017277029142,68,252.36337686956503,84,178.43313600000002,9,54.52029836253171,307,384.8498275,91.80277845869799,57.333386666666584,2066.20130401412
274.0,137,2708.9643999999994,138,302.5777880000005,35,199.55866927556667,35,43.8753875,225,366.4682175292065,48,273.68046072077715,48,178.13885426086944,133,291.6148246666671,33,199.90776066261628,41,50.649305925,206,335.52201249340686,68,387.71398602110094,68,84.0037269,276.1056221677897,122.94930999999991,2713.710993955217
107.10000000000001,51,2636.976875,42,91.84354199999999,5,44.2,317,391.605609225,101,214.54460400000002,8,45.61341012012952,692,531.1765046837716,54,87.95237220700956,18,102.63017277029142,269,337.21369250000004,42,68.40740060545188,22,133.2718404417442,1141,588.6245184198486,108.00124014106682,51.287906666666714,2637.083666973225
174.4,109,1723.8940000000002,123,261.27709200000004,12,72.69373115004228,12,14.8241871,173,402.88827623333395,17,96.92849650527523,17,21.3109025,95,154.73102517899832,21,119.73520156533999,21,77.93574873913037,134,293.02463399999993,22,133.2718404417442,22,81.64697486956516,175.96792044129307,85.81104999999995,1730.268110283429
117.0,65,2125.429625,49,79.80863403969387,24,136.84023036038857,163,209.06133163666723,57,124.9777820000002,27,163.56089508759516,95,352.5664823913041,45,98.66667000000015,21,119.73520156533999,162,207.77874678000057,97,206.04778800000003,9,79.56,673,347.19044776210177,117.84743767402954,65.96903333333312,2125.7942096230895
123.20000000000002,56,1126.3362500000003,67,109.12609144203039,17,102.98278579589324,26,13.413003925430381,137,291.01594800000004,4,24.231243716680762,7,25.978582913043457,84,195.6220532000003,3,17.10502879504857,11,13.588838175000001,107,233.98235699999995,7,61.879999999999995,49,37.61220914668324,123.67864283846583,56.661376666666655,1126.538142109809
212.5,125,2826.0501249999998,90,197.3333400000003,35,212.02338252095666,303,156.3130842079002,227,482.19430800000004,13,114.92,196,251.38663190666736,100,162.874763346314,40,242.31243716680763,125,160.32310708333378,124,271.8814906666671,48,290.77492460016913,230,284.13025275,214.09143892647603,125.99570333333328,2826.467722248819
227.7,99,2203.265625,133,290.837883,18,102.63017277029142,62,47.59095851212982,201,439.53695099999993,26,148.24358289042095,59,73.96136750000001,169,358.99047600000006,2,17.68,18,66.80207034782603,178,390.2814946666673,15,132.6,175,134.3293183810116,228.96613901772645,99.21887333333325,2203.484275068352
180.2,106,3403.96275,111,258.5005703000004,16,91.22682024025904,265,332.1993625,133,216.62343525059762,51,308.9483573876797,396,496.41867,109,238.35585899999995,12,106.08,269,337.21369250000004,134,312.0637515333338,8,70.72,515,636.204696375,181.7308489866606,106.1885633333329,3404.5552150868807
226.60000000000002,103,2460.404375,148,344.6674270666672,5,28.50838132508095,98,121.06419465,166,363.97038266666726,39,222.36537433563143,123,151.947917775,145,236.16840685215533,16,141.44,92,115.32959000000001,146,320.11852933333387,34,205.96557159178647,57,211.53988943478245,228.54892461894144,103.10914333333311,2463.0856650311052
148.2,78,3291.3035,50,81.437381673157,31,176.75196421550189,776,400.3265786974606,113,263.15823823333375,9,79.56,503,645.1401829033351,86,200.27972113333362,9,54.52029836253171,526,403.75555124806914,86,182.68154400000003,29,165.3486116854695,1238,638.6653407570312,149.38112778046286,78.09036333333287,3291.625412909155
112.2,66,1112.7304,85,180.55734,4,35.36,13,6.7065019627151905,95,207.74134499999997,14,79.82346771022667,14,51.957165826086914,80,169.93632000000002,9,51.31508638514571,9,6.908364945309168,76,166.63704266666693,26,148.24358289042095,26,13.413003925430381,113.06208546407487,58.90569333333343,1118.5992213120028
134.4,64,1650.8699000000001,91,193.30256400000002,5,30.289054645850953,84,107.7371279600003,129,210.10844471674508,16,141.44,115,144.1619875,89,189.054156,6,34.21005759009714,29,107.62555778260861,120,254.90448000000004,8,48.462487433361524,52,192.98375878260856,135.5622372212492,64.20787666666658,1654.279676411273
