totalProteinIdealValue,totalLipidIdealValue,totalCaloriesIdealValue,firstMealProteinFoodTotalGrams,firstMealProteinFoodTotalKcal,firstMealLipidFoodTotalGrams,firstMealLipidFoodTotalKcal,firstMealCarboFoodTotalGrams,firstMealCarboFoodTotalKcal,secondMealProteinFoodTotalGrams,secondMealProteinFoodTotalKcal,secondMealLipidFoodTotalGrams,secondMealLipidFoodTotalKcal,secondMealCarboFoodTotalGrams,secondMealCarboFoodTotalKcal,thirdMealProteinFoodTotalGrams,thirdMealProteinFoodTotalKcal,thirdMealLipidFoodTotalGrams,thirdMealLipidFoodTotalKcal,thirdMealCarboFoodTotalGrams,thirdMealCarboFoodTotalKcal,fourthMealProteinFoodTotalGrams,fourthMealProteinFoodTotalKcal,fourthMealLipidFoodTotalGrams,fourthMealLipidFoodTotalKcal,fourthMealCarboFoodTotalGrams,fourthMealCarboFoodTotalKcal,totalProteinCalculated,totalLipidCalculated,totalCaloriesCalculated
165.6,72,2478.83,100,232.883396666667,2,17.68,192,246.2562924800007,142,310.51864199999994,19,108.33184903530761,260,325.93145,99,216.48834899999997,6,53.04,295,226.44085098513384,171,363.23888400000004,3,18.17343278751057,288,361.03176,166.92795319793728,72.89732666666626,2480.0149069546133
110.4,69,2374.569125,32,70.16296533333345,22,133.2718404417442,527,271.87127187314655,72,157.86667200000025,28,169.61870601676534,308,386.10341,52,84.69487694008329,23,139.32965137091438,201,251.97008250000002,56,118.95542400000001,21,127.214029512574,125,463.9032663043475,111.3296220649947,69.23561666666637,2374.9621962929104
168.0,80,2270.72265,119,252.78027600000001,6,36.34686557502114,215,165.03316258238567,127,277.71737699999994,28,159.64693542045333,473,244.0134944895604,122,259.152888,6,34.21005759009714,129,161.7121425,171,363.23888400000004,7,42.404676504191336,219,274.53456750000004,169.17992081355632,80.27360333333326,2270.7913271616876
94.0,47,1106.1892000000003,68,144.445872,4,24.231243716680762,42,52.650465000000004,69,151.28889400000025,20,114.0335253003238,87,66.78086113798862,52,114.01481866666686,6,53.04,71,54.49932345743899,67,146.90370866666692,8,70.72,31,115.04801004347817,94.59379951341604,47.254713333333335,1107.656721989244
102.0,51,1404.5386250000001,73,155.06689200000002,4,24.231243716680762,82,102.79376500000001,76,166.19307599999996,19,108.33184903530761,285,147.0271584133715,57,124.64480699999999,11,62.71843891517809,75,94.0186875,79,172.75332899999998,7,61.879999999999995,150,185.30233875000002,102.68993823944709,51.87675000000006,1404.9615853305368
136.8,76,2637.8557,100,212.42040000000003,4,35.36,224,280.80248,102,166.13225861324028,36,218.08119345012685,325,407.4143125,96,203.923584,5,44.2,365,280.1725783375385,85,186.37037666666697,31,176.75196421550189,556,426.7834343990997,137.81446039635597,76.05495666666646,2638.4125821821744
76.5,45,2600.3532999999998,19,40.35987600000001,12,72.69373115004228,318,407.86198442000114,15,24.431214501947103,29,165.3486116854695,1145,590.6880574852995,17,39.590177433333395,7,42.404676504191336,355,438.54886837500004,27,62.878517100000096,10,88.4,1216,627.3158758970517,76.96607692300523,45.77857333333332,2600.5215905522946
163.4,86,2616.3596249999996,66,144.71111600000023,23,139.32965137091438,187,239.84336819666734,133,216.62343525059762,22,194.48,725,374.01645561296255,86,200.27972113333362,13,78.75154207921247,474,244.52937925592312,118,274.80240806666706,23,131.13855409537237,733,378.1435337438642,164.6263340097331,86.02017333333298,2616.6491648054707
83.3,49,1894.6003999999998,40,93.1533586666668,3,26.52,210,259.42327425,49,114.11286436666684,20,114.0335253003238,660,340.4839457993866,31,65.850324,12,68.42011518019429,66,244.94092460869547,42,97.81102660000015,20,114.0335253003238,690,355.9604887902678,83.87131811449254,49.140100000000075,1894.7433728625267
113.60000000000001,71,3176.5358750000005,41,66.77865297198875,13,114.92,880,453.97859439918216,57,132.7435361000002,19,108.33184903530761,577,712.7963297250001,32,74.52268693333345,23,131.13855409537237,833,429.7320103801349,88,186.92995200000001,23,131.13855409537237,826,634.0343827583747,114.56697459963763,71.16662666666674,3177.045102494082
110.39999999999999,48,2090.7724500000004,47,103.05185533333349,7,61.879999999999995,491,253.2994202840891,113,240.03505200000004,4,22.80670506006476,475,364.60814989131717,77,163.56370800000002,1,8.84,321,246.39834971602698,76,166.63704266666693,16,91.22682024025904,294,368.55325500000004,111.07981096655456,48.567926666666594,2090.900358191754
153.3,73,2082.114375,102,237.54106460000037,4,24.231243716680762,124,155.44423,101,221.4518593333337,25,151.44527322925475,204,252.0111807,74,120.52732487627237,27,153.94525915543713,276,142.38419551610713,93,203.91111800000033,30,171.0502879504857,482,248.65645738682477,154.5800882918866,73.21313666666663,2082.5994944643962
121.89999999999999,53,1247.3007999999998,89,189.054156,1,8.84,100,51.5884766362707,138,293.140152,1,8.84,58,72.707785,60,131.5555600000002,14,79.82346771022667,30,38.47754570000011,112,260.82940426666704,3,17.10502879504857,26,96.49187939130428,122.79452367845585,53.064589999999924,1248.4534554995187
