totalProteinIdealValue,totalLipidIdealValue,totalCaloriesIdealValue,firstMealProteinFoodTotalGrams,firstMealProteinFoodTotalKcal,firstMealLipidFoodTotalGrams,firstMealLipidFoodTotalKcal,firstMealCarboFoodTotalGrams,firstMealCarboFoodTotalKcal,secondMealProteinFoodTotalGrams,secondMealProteinFoodTotalKcal,secondMealLipidFoodTotalGrams,secondMealLipidFoodTotalKcal,secondMealCarboFoodTotalGrams,secondMealCarboFoodTotalKcal,thirdMealProteinFoodTotalGrams,thirdMealProteinFoodTotalKcal,thirdMealLipidFoodTotalGrams,thirdMealLipidFoodTotalKcal,thirdMealCarboFoodTotalGrams,thirdMealCarboFoodTotalKcal,fourthMealProteinFoodTotalGrams,fourthMealProteinFoodTotalKcal,fourthMealLipidFoodTotalGrams,fourthMealLipidFoodTotalKcal,fourthMealCarboFoodTotalGrams,fourthMealCarboFoodTotalKcal,totalProteinCalculated,totalLipidCalculated,totalCaloriesCalculated
220.5,105,4121.242475000001,149,316.50639600000005,10,57.0167626501619,588,451.34650976019896,126,275.530626,39,222.36537433563143,199,738.5339999565211,95,207.74134499999997,22,133.2718404417442,377,483.5344909633347,200,465.766793333334,10,60.57810929170191,566,709.527695,222.36427430272752,105.5777399999993,4121.7199427326295
126.49999999999999,55,2165.7209000000003,70,163.0183776666669,3,26.52,473,244.0134944895604,99,161.24601571285086,13,114.92,303,374.31072427500004,62,144.38770593333356,6,34.21005759009714,69,256.0746029999998,105,171.0185015136297,10,88.4,505,387.6360330423477,127.30610537330023,55.44588666666664,2165.7555132234934
246.0,123,2213.07,183,388.72933200000006,8,48.462487433361524,8,10.02866,206,451.67408933333405,22,194.48,35,18.055966822694742,138,302.5777880000005,12,106.08,12,44.53471356521736,234,544.9471482000008,16,96.92497486672305,16,8.254156261803312,247.83555899855588,120.36399333333333,2214.7493164831326
160.20000000000002,89,3770.3977000000004,92,149.8447822786089,15,132.6,615,472.07160459612646,67,146.51231699999997,40,228.0670506006476,205,760.8013567391298,72,152.942688,17,102.98278579589324,389,498.9255092433347,116,246.407664,12,106.08,603,773.3986685700021,161.48738251632545,89.55092333333255,3770.6344268237344
214.7,113,2997.2990999999997,124,288.7754118666671,17,96.92849650527523,415,214.09217804052338,167,272.0008547883444,62,353.50392843100377,357,274.0318094972636,101,164.50351097977716,36,218.08119345012685,170,218.03942563333393,150,244.31214501947102,52,315.0061683168499,441,338.5098823201492,216.35584289774218,113.2320433333356,2997.785004848804
193.2,84,2923.4995999999996,142,301.636968,3,17.10502879504857,213,267.0130725,189,440.14961970000064,5,28.50838132508095,533,409.12872398330956,108,175.90474441401912,13,114.92,230,294.99451703333415,104,228.0296373333337,33,188.1553167455343,125,463.9032663043475,194.88418415716254,84.4428366666662,2929.449276134019
158.4,88,1819.708,98,228.22572873333368,11,66.6359202208721,54,69.25958226000019,143,312.70539299999996,14,123.75999999999999,213,109.88345523525659,96,209.92809599999998,10,88.4,128,66.03325009442649,100,219.25926666666703,35,199.55866927556667,35,129.8929145652173,159.66916347794722,87.0959833333332,1823.5422760513413
176.4,84,1789.43215,100,218.67509999999996,17,96.92849650527523,33,42.32530027000012,182,423.847781933334,4,35.36,102,78.2948027135039,117,272.4735741000004,5,30.289054645850953,43,55.15114883666682,121,265.3037126666671,33,188.1553167455343,67,82.768377975,177.73847417423966,84.43455666666648,1789.5726663918335
170.0,100,4396.493399999999,34,74.54815066666679,34,193.85699301055047,165,612.3523115217387,150,328.01264999999995,16,141.44,678,849.928935,59,129.36296733333353,16,141.44,1180,608.7440243079942,59,129.36296733333353,42,239.47040313067998,768,948.7479744,171.2212885931997,103.51457333333293,4397.267376704255
214.7,113,2481.222625000001,116,254.34074933333375,15,132.6,212,109.36757046889387,200,325.749526692628,28,247.51999999999998,134,171.8663707933338,113,247.10286299999996,27,153.94525915543713,27,100.20310552173905,211,448.20704400000005,17,102.98278579589324,245,188.06104573341622,216.41956356016755,113.44984000000116,2481.946320494684
266.20000000000005,121,2417.8641499999994,200,424.84080000000006,6,34.21005759009714,32,24.563075361099262,232,507.32623199999995,29,175.67651694593553,56,42.98538188192371,200,424.84080000000006,6,34.21005759009714,20,25.07165,188,412.20742133333397,40,242.31243716680763,91,69.85124555812602,268.3605817216147,121.09951666666703,2418.095675427426
266.7,127,3832.1807750000003,131,287.2296393333338,16,141.44,655,337.9045219675731,224,489.83222399999994,18,159.12,391,501.49067895666803,195,414.21978,8,45.61341012012952,245,307.12771250000003,237,386.0131891307642,30,265.2,397,497.6722525,268.8442675532932,128.82827666666736,3832.8634085084414
96.60000000000001,46,1722.6997999999999,44,96.21704399999999,5,44.2,56,207.82866330434766,64,139.95206399999998,15,90.86716393755286,227,291.14676246333414,48,78.17988640623072,17,96.92849650527523,221,169.6387392125918,72,157.446072,13,74.12179144521048,360,276.3345978123667,97.36698960744431,46.29369999999986,1722.8612810869026
224.0,112,3604.8654500000002,117,255.84986699999996,12,106.08,696,359.05579738844403,135,296.0000100000005,52,296.4871657808419,948,489.05875851184624,137,291.01594800000004,15,85.52514397524286,269,345.0153264433343,144,315.7333440000005,23,203.32,1089,561.7985105689879,225.62056877962584,112.40663999999992,3604.939871668582
91.19999999999999,48,3148.194125,24,52.62222400000009,7,61.879999999999995,402,515.5991123800014,34,55.37741953774676,14,123.75999999999999,1484,765.5729932822571,15,31.863060000000004,6,53.04,147,545.5502411739126,16,35.08148266666672,17,102.98278579589324,652,805.4474991000001,91.86825398901281,51.161613333333186,3148.7768179364507
144.89999999999998,63,2016.9432999999995,79,173.21482066666695,7,61.879999999999995,220,168.87114310755743,118,192.19222074865053,28,169.61870601676534,195,244.4485875,95,201.79938,2,12.115621858340381,154,190.24373445,126,205.22220181635566,14,123.75999999999999,357,274.0318094972636,146.04920904710775,63.675866666666636,2017.3982256615914
181.8,101,2999.462625,90,146.5872870116826,38,216.66369807061523,309,237.18719645561475,148,314.38219200000003,28,159.64693542045333,115,426.7910049999997,85,186.37037666666697,30,171.0502879504857,194,243.195005,146,310.13378400000005,27,153.94525915543713,338,433.51368155333455,183.1758071526476,101.19507333333297,2999.46670828428
